question,answer
CodeWhisperer의 기존 고객에게는 이 서비스가 어떤 의미를 갖나요?,"인라인 제안, 보안 검사 및 사용자 지정과 같은 CodeWhisperer의 모든 기능은 AWS Toolkit을 사용하여 Visual Studio, VS Code 및 JetBrains에서 계속 사용할 수 있습니다. 이전에 CodeWhisperer 인라인 코딩 제안을 지원했던 콘솔 내의 모든 환경(예: Lambda 및 Amazon Cloud9)은 해당 기능을 계속 지원하게 됩니다.CodeWhisperer 개인 티어 고객은 Amazon Q Developer Free 티어를 구독하고 인라인 코드 제안과 같이 IDE 및 CLI에서 사용하던 CodeWhisperer 기능을 활용할 수 있습니다.CodeWhisperer 프로페셔널 고객은 2025년 1월 31일까지 계속 로그인할 수 있으며 CodeWhisperer 콘솔을 사용할 수 있습니다. 2024년 4월 30일부터 Amazon Q Developer Pro로 수동으로 마이그레이션할 수 있으며, 여기에는 IAM Identity Center를 통한 인증, 조직 라이선스 및 정책 관리, 사용자 활동 대시보드, 코드 사용자 지정 기능 등 CodeWhisperer 프로페셔널 구독에서 제공하는 모든 기능이 포함됩니다. 앞으로 몇 주 내에 CodeWhisperer 콘솔에서 보다 원활한 마이그레이션 환경을 이용할 수 있을 것입니다.CodeWhisperer의 친숙한 기능 외에도 Amazon Q Developer는 IDE에서 대화형 코딩을 제공하거나 소프트웨어 개발용 Amazon Q Developer Agent와 같은 고급 기능을 제공하며, 이를 통해 전체 기능, 문서 코드를 작성하고 구현하거나 간단한 프롬프트로 프로젝트를 스캐폴딩하는 데 필요한 시간을 크게 절약할 수 있습니다. 또한 Amazon Q Developer는 고객이 애플리케이션을 업그레이드하는 데 걸리는 시간을 몇 개월, 심지어 몇 년까지 절약할 수 있습니다. 코드 변환용 Amazon Q Developer Agent는 코드를 업그레이드하고 변환하는 전체 프로세스를 자동화하여 애플리케이션 업그레이드에 걸리는 시간을 몇 주에서 며칠, 심지어 몇 분으로 단축합니다. Amazon Q Developer는 코드 생성 및 안내 기능이 뛰어나면서도 훨씬 더 많은 작업을 수행할 수 있습니다. 개발자는 AWS 서비스 및 아키텍처 모범 사례에 대해 알아보고, 서비스 오류 및 네트워킹 문제를 해결하고, 인스턴스를 선택하고, SQL 쿼리 및 ETL 파이프라인을 최적화할 수 있습니다. 자세히 알아보려면Amazon Q Developer 요금페이지를 참조하세요."
CodeWhisperer 고객으로서 Amazon Q Developer로 마이그레이션하려면 어떻게 해야 하나요?,"CodeWhisperer 개인 티어를 사용하는 경우 마이그레이션할 필요가 없습니다. AWS Toolkit의 최신 버전을 다운로드할 수 있으며, 로그인하면 IDE에서 전체 Amazon Q Developer 무료 기능을 사용할 수 있습니다. 또한 Amazon Q Developer가 CodeWhisperer IDE 설정을 유지 관리합니다.CodeWhisperer 프로페셔널을 구독 중인 경우 2025년 1월 31일까지 마이그레이션하지 않고도 CodeWhisperer를 계속 사용할 수 있습니다. 2024년 4월 30일부터는 콘솔에서 먼저 현재 CodeWhisperer 애플리케이션을 삭제한 다음 Amazon Q Developer 프로 구독을 생성하고 모든 관련 개별 사용자를 추가하여 Amazon Q Developer 프로로 수동으로 전환할 수도 있습니다."
저는 현재 CodeWhisperer를 사용하지 않습니다. 2024년 4월 30일 이후에도 계정을 만들 수 있나요?,2024년 4월 30일 이후에는 새 CodeWhisperer 애플리케이션 또는 프로필을 생성할 수 없습니다. 하지만 CodeWhisperer 프로페셔널 구독 고객 중 콘솔에 이미 CodeWhisperer 애플리케이션 및 프로필이 있는 고객은 계속해서 개별 사용자를 애플리케이션에 추가하여 CodeWhisperer 프로페셔널 티어를 구독하게 할 수 있습니다. Amazon Q Developer를 시작하려면Amazon Q 시작하기페이지를 참조하세요.
CodeWhisperer Individual을 사용하고 있는데 서비스 개선을 위한 콘텐츠 공유를 거부했습니다. Amazon Q Developer에서도 다시 거부해야 하나요?,IDE의 Amazon Q Developer에서는 CodeWhisperer IDE 설정이 유지되므로 서비스 개선을 위한 콘텐츠 공유를 이미 거부했다면 해당 기본 설정이 유지됩니다. 신규 Amazon Q Developer 무료 고객은 원하는 경우 IDE에서 Amazon Q의 서비스 개선을 위한 콘텐츠 공유를 거부해야 합니다.
Amazon Q Developer는 AWS Chatbot과 어떤 관련이 있나요?,"2025년 2월 19일부로 AWS Chatbot은 이제 Amazon Q Developer로 이름이 바뀌었습니다. 이제 AWS Chatbot의 모든 기능이 Amazon Q Developer의 일부로 제공됩니다. Microsoft Teams 및 Slack 채팅 애플리케이션 이름이 AWS Chatbot에서 Amazon Q Developer로 변경되었습니다. 서비스 API, SDK, 서비스 엔드포인트, IAM 권한, 리전 가용성은 이번 변경 사항의 영향을 받지 않습니다. 채널에서 수신한 알림 및 응답에는 AWS 대신 Amazon Q가 애플리케이션 이름으로 표시됩니다. 기존 AWS Chatbot 고객의 경우 ‘@Amazon Q’ 멘션을 사용하여 작업을 실행하는 것 외에는 현재 사용량, 요금, 설정, 기능이 변경되지 않습니다. AWS Chatbot 앱 내에서 명령을 트리거하는 모든 Slack 자동화 워크플로는 이번 이름 변경으로 인해 변동되는 사항이 없습니다. 2월 19일 이전의 기존 사용자가 <@aws>와 함께 Webhook 또는 API를 사용하여 프로그래밍 방식으로 Slack 채널에 메시지를 보내는 경우, 이러한 사용자는 프로그래밍 방식으로 앱을 간접 호출하는 방법을 변경해야 합니다. 자세한 내용은설명서를 참조하세요."
Amazon Q Developer에서 생성된 코드는 누구의 소유인가요?,IDE와 마찬가지로 개발자는 Amazon Q Developer에서 제공하는 모든 코드 제안을 포함하여 작성한 코드를 소유하게 됩니다. 수락한 Amazon Q Developer 제안을 포함하여 작성한 코드에 대한 책임은 개발자에게 있습니다. 코드 제안을 수락하기 전에 항상 검토해야 하며 코드가 의도한 대로 정확하게 작동하는지 확인하기 위해 편집해야 할 수도 있습니다.
Amazon Q Developer는 모델을 훈련하는 데 사용자의 콘텐츠를 사용하나요?,프로 티어로 Amazon Q Developer에 액세스하는 사용자의 경우 서비스 개선이나 기반 파운데이션 모델(FM) 훈련에 사용자의 콘텐츠가 사용되지 않습니다. 명시적으로 거부하지 않는 한 Amazon Q Developer 프리 티어에서 수집된 콘텐츠는 FM의 품질을 높이고 개선하는 데에도 사용될 수 있습니다. 설명서에 설명된 옵트아웃 메커니즘을 사용하는 경우 사용자의 콘텐츠가 사용되지 않습니다. 자세한 내용은AWS와 데이터 공유를 참조하세요.
Amazon Q Developer는 내가 작성한 코드를 다른 사용자를 위한 모델을 개선하는 데 사용하나요?,"Amazon CodeWhisperer Professional 사용자로 Amazon Q Developer를 사용하는 경우 답변 및 코드 제안에 대한 응답과 관련된 사용자 활동 데이터가 Amazon Q에 저장됩니다(예: 추천 또는 비추천 응답). CodeWhisperer Professional은 코드 조각, 주석 및 IDE에 열려 있는 파일의 콘텐츠와 같은 콘텐츠를 사용합니다. 이 콘텐츠는 서비스를 제공하고 유지하기 위해서만 서비스에서 처리됩니다. 무료 플랜으로 Amazon Q Developer를 이용하는 경우(즉 CodeWhisperer 개인 티어 IDE 플랜), Amazon이 모델 훈련을 위해 질문과 답변을 사용할 수 있습니다. 설명서의 지침에 따라 서비스 개선을 위해 Amazon Q Developer의 콘텐츠를 사용하지 않도록 선택할 수 있습니다. CodeWhisperer Professional에서 처리한 콘텐츠는 서비스 개선 또는 모델 훈련을 위해 저장되거나 사용되지 않습니다. CodeWhisperer Professional 및 CodeWhisperer Individual의 데이터 수집 및 사용에 대한 자세한 정보는 각각CodeWhisperer Professional FAQ및CodeWhisperer Individual FAQ를 참조하세요."
AWS의 최신 SOC 보고서에 Amazon Q Developer가 포함되어 있나요?,예. Amazon Q Developer는 최신 SOC 1/2/3 보고서에 포함되어 있습니다. 고객은 AWS Artifact를 통해 AWS Management Console에서 이러한 보고서를 다운로드할 수 있습니다.
법무팀과 애플리케이션 보안팀에서 Amazon Q Developer 사용을 승인하기 전에 추가 질문이 있습니다. 검토할 수 있는 추가 문서가 있나요?,예. AWS 계정 팀에 문의하여 Amazon Q Developer용 서비스 액셀러레이터 문서를 요청하세요. 조직이 AWS와 상호 서명된 NDA를 체결한 경우 계정 팀에서 올바른 문서를 공유합니다.
Amazon Q Developer 비용은 얼마인가요?,"Amazon Q Developer는 두 가지 플랜, 즉 무료 프리 티어와 사용자당 월 19 USD의 프로 티어를 제공합니다."
IDE에서 Amazon Q Developer를 시작하려면 어떻게 해야 하나요?,"VS Code또는JetBrains의 경우 해당 확장 프로그램 또는 플러그인 마켓플레이스를 통해 Amazon Q IDE 확장 프로그램을 설치합니다. Visual Studio의 경우,Amazon Q 확장 프로그램이 포함된 AWS Toolkit을 설치합니다. 그런 다음 AWS Builder ID 또는 AWS IAM Identity Center로 인증합니다. 인증 후에는 VS Code의 활동 표시줄 또는 JetBrains의 오른쪽 상단에 있는 도구 창에서 Amazon Q Developer를 찾을 수 있습니다. Amazon Q Developer를 시작하는 데 추가 도움이 필요한 경우Amazon Q Developer 시작하기를 참조하세요."
IDE에서 Amazon Q Developer로 도움을 받을 수 있는 태스크에는 어떤 것이 있나요?,"소프트웨어 개발용 Amazon Q Developer Agent(/dev, /test, /doc, /review)를 사용하면 IDE에서 바로 GitLab Duo with Amazon Q(평가판) 또는 Amazon CodeCatalyst를 사용하여 대화형 단계별 지침을 통해 자연어 프롬프트를 애플리케이션 기능으로 전환할 수 있습니다. Amazon Q Developer는 워크스페이스 구조를 이해하고 프롬프트를 애플리케이션 코드 생성, 테스트, API 통합 등이 포함될 수 있는 논리적인 구현 단계로 분류합니다. Amazon Q Developer를 활용하여 구현을 검토하고 반복할 수 있습니다. 준비가 되면 소프트웨어 개발용 Amazon Q Developer Agent에 각 단계를 구현하도록 요청할 수 있습니다."
IDE에서 Amazon Q Developer로부터 가장 관련성이 높은 권장 사항을 받으려면 어떻게 해야 하나요?,"태스크에 사용되는 프로그래밍 언어, 프레임워크, 도구에 대한 관련 정보는 정확한 응답을 얻는 데 크게 도움이 될 수 있습니다. 복잡한 문제를 작은 구성 요소로 나누면 개별 구성 요소에 대해 보다 구체적인 지원을 받을 수 있습니다. 답변이 명확하지 않은 경우 Amazon Q Developer에 설명을 요청하는 것이 좋습니다. 프로그래밍에는 종종 다른 접근 방식을 시도해야 하므로 질문과 프롬프트를 실험하고 반복해 보는 것도 고려해 보세요. Amazon Q Developer 사용자 지정 기능을 사용하면 내부 라이브러리, API, 모범 사례, 아키텍처 패턴을 인식하도록 Amazon Q Developer를 사용자 지정하여 관련성이 더 높은 인라인 코드 권장 사항을 생성할 수 있습니다."
Amazon Q Developer는 IDE에서 어떤 컨텍스트 정보를 사용하나요?,"Amazon Q Developer는 질문에 답할 때 다음과 같은 컨텍스트 정보를 사용합니다. 1. 대화 패널에서 생성된 질문과 답변 및 코드와 같은 현재 대화 컨텍스트 2. 선택한 코드 라인, 파일에서 코드 조각 또는 함수와 파일 이름 및 개발자가 현재 작업 중인 리포지토리 등의 IDE 컨텍스트"
소프트웨어 개발용 Amazon Q Developer Agent란 무엇인가요?,"소프트웨어 개발용 Amazon Q Developer Agent를 사용하면 IDE에서 바로GitLab Duo with Amazon Q또는 Amazon CodeCatalyst를 사용하여 대화형 단계별 지침을 통해 자연어 프롬프트를 애플리케이션 기능으로 전환할 수 있습니다. Amazon Q Developer는 워크스페이스 구조를 이해하고 프롬프트를 애플리케이션 코드 생성, 테스트, API 통합 등이 포함될 수 있는 논리적인 구현 단계로 분류합니다. Amazon Q Developer를 활용하여 구현을 검토하고 반복할 수 있습니다. 준비가 되면 Amazon Q Developer에게 각 단계를 구현하도록 요청할 수 있습니다. 이제 소프트웨어 개발용 Amazon Q Developer Agent는 코드 검토를 수행하여 자동으로 병합 요청에 대한 의견을 제공하고, 의심스러운 코드 패턴에 플래그를 지정하고, 배포 위험을 평가할 수도 있습니다. 또한 Amazon Q Developer Agent는 프로젝트에 대한 심층적인 지식을 바탕으로 코드베이스 전체에서 단위 테스트를 생성하거나 readme 파일 및 데이터 흐름 다이어그램을 자동으로 생성하여 코드를 문서화하는 데 도움을 줄 수 있습니다."
소프트웨어 개발용 Amazon Q Developer Agent는 어떤 IDE를 지원하나요?,"소프트웨어 개발용 Amazon Q Developer Agent는 VS Code, JetBrains 및 Eclipse(평가판) IDE에서 사용할 수 있습니다."
IDE에서 소프트웨어 개발용 Amazon Q Developer Agent를 시작하려면 어떻게 해야 하나요?,IDE에서의 소프트웨어 개발용 Amazon Q Developer Agent는 Amazon Q Developer Pro 고객 및 Amazon Q Developer 프리 티어 고객에게 제한적으로 제공됩니다. 자세한 내용은Amazon Q Developer 시작하기를 참조하거나설명서를 읽어보세요.
Amazon Q Developer로 생성된 코드의 안전성은 어떻게 확인하나요?,"AWS는 AWS Identity and Access Management Access Analyzer, Amazon Virtual Private Cloud(VPC) Network Access Analyzer, Amazon CodeGuru 등 코드 및 구성 보안을 확인하는 데 도움이 되는 서비스를 제공합니다. CodeCatalyst는 이러한 도구를 사용하여 코드 변경이 테스트되었고 배포하기에 안전한지 검증하는 배포 파이프라인을 자동으로 생성합니다."
Amazon Q Developer 참조 추적기란 무엇인가요?,"Amazon Q Developer 참조 추적기는 코드 제안이 공개적으로 사용 가능한 코드와 유사한지 여부를 감지합니다. 참조 추적기는 리포지토리 URL 및 프로젝트 라이선스 정보로 이러한 제안을 표시하거나 선택적으로 필터링할 수 있습니다. 그런 다음, 해당 참조 코드를 더 쉽게 찾아 검토하고 코드를 사용하기로 결정하기 전에 다른 프로젝트의 컨텍스트에서 어떻게 사용되는지 확인할 수 있습니다. 모든 참조는 나중에 검토할 수 있도록 기록되므로 코드 흐름이 방해받지 않고 계속 코딩할 수 있습니다."
Amazon Q Developer 코드 생성 기능은 어떻게 작동하나요?,코드를 작성할 때 Amazon Q Developer는 영어 주석과 주변 코드를 분석하여 당면한 작업을 완료하는 데 필요한 코드를 추론합니다. Amazon Q Developer는 코드 편집기에서 직접 하나 이상의 코드 조각을 제안하여 작업 속도를 높입니다. Amazon Q Developer의 코드 제안은 오픈 소스 및 Amazon 코드를 포함하여 수십억 줄의 코드로 훈련된 LLM을 기반으로 합니다. 상단 제안(탭 키)을 빠르고 더 쉽게 수락하거나 더 많은 제안을 보거나(화살표 키) 직접 코드를 계속 작성할 수 있습니다. 코드 제안을 수락하기 전에 항상 검토해야 하며 의도한 대로 작동하는지 확인하기 위해 코드를 편집해야 할 수도 있습니다.
Amazon Q Developer는 코드 제안을 제공하기 위해 어떤 데이터를 수집하나요?,"Amazon Q Developer는 코드 조각, 주석, 커서 위치, IDE에 열려 있는 파일의 콘텐츠와 같은 콘텐츠를 입력으로 사용하여 코드 제안을 제공합니다."
Amazon Q Developer의 AI 기반 코드 수정 기능이란 무엇인가요?,"코드를 스캔하여 찾기 어려운 보안 취약점을 식별하고 식별된 문제를 해결하는 데 도움이 되는 코드 제안을 받을 수 있습니다. 기본 제공 보안 스캔은 노출된 보안 인증 정보 및 로그 주입과 같은 문제를 탐지하도록 설계되었습니다. 생성형 AI 기반 코드 제안은 식별된 취약성을 해결하는 데 도움이 되며, 애플리케이션 코드에 맞게 조정되므로 안심하고 신속하게 수정 사항을 수용할 수 있습니다. 보안 스캔은 Java, Python, JavaScript, TypeScript, C#, AWS CloudFormation(YAML, JSON), AWS Cloud Development Kit(AWS CDK)(TypeScript, Python), HashiCorp Terraform(HCL)에 사용할 수 있습니다. 취약점을 해결하도록 돕는 코드 제안은 현재 Java, Python 및 JavaScript로 작성된 코드에 사용할 수 있습니다."
Amazon Q Developer는 공개적으로 사용 가능한 코드와 비슷한 코드를 생성하나요?,생성형 AI인 Amazon Q Developer는 기본 모델이 훈련받은 코드와 코드 및 주석에서 제공한 컨텍스트로부터 학습한 내용을 기반으로 새로운 코드를 생성합니다. Amazon Q Developer는 훈련 데이터에서 코드를 재현하도록 설계되지 않았지만 드물게 공개적으로 사용 가능한 코드와 거의 일치하는 코드를 생성할 수 있습니다. Amazon Q Developer가 출력이 공개적으로 사용 가능한 코드와 일치하는 것을 감지하면 내장된 참조 추적기는 라이선스 유형(예: MIT 또는 Apache)에 대한 참조와 공개적으로 사용 가능한 코드에 대한 URL을 알려줍니다. 그런 다음 참조 코드를 더 쉽게 찾고 검토할 수 있으며 사용 여부를 결정하기 전에 다른 프로젝트의 컨텍스트에서 해당 코드가 어떻게 사용되는지 확인할 수 있습니다. 코딩 흐름이 방해받지 않도록 모든 참조는 나중에 검토할 수 있도록 기록되므로 중단 없이 코딩을 계속할 수 있습니다.
Amazon Q Developer가 코드 참조가 있는 코드를 추천하지 못하게 할 수 있나요?,예. Amazon Q Developer의 구성 설정에서 코드 참조에 제안 포함 옵션을 선택 해제할 수 있습니다. 이렇게 하면 Amazon Q Developer가 알려진 라이선스 오픈 소스 코드에 대한 참조를 포함하는 제안을 하지 못하게 됩니다. Amazon Q Developer 프리 티어 사용자의 경우 IDE에서 이 설정을 사용할 수 있습니다. Amazon Q Developer 프로를 사용하면 AWS 관리자가 콘솔에서 이 설정을 조직 수준에서 중앙 집중식으로 구성할 수 있습니다.
Amazon Q Developer는 유해하거나 편향된 코드를 생성하나요?,Amazon Q Developer는 편향을 나타내는 것으로 일반적으로 알려진 코드 구조를 포함하는 유해한 문구와 제안을 포함하는 코드 제안을 필터링할 수 있습니다.
